city_area,state,ufo_shape,encounter_length,date_documented,latitude,longitude,date
juneau,ak,other,900.0,11/2/1999,58.3019444,-134.4197222,12-20-1968
charleston,sc,light,300.0,11/26/2003,32.7763889,-79.9311111,10-10-1996
tulsa,ok,light,5.0,8/5/2009,36.1538889,-95.9925,07-26-2009
wichita,ks,teardrop,60.0,7/1/2002,37.6922222,-97.3372222,06-27-2002
north fork,ca,fireball,120.0,1/10/2009,37.2297222,-119.5086111,07-15-1990
lake wales,fl,cylinder,180.0,1/29/2002,27.9011111,-81.5861111,01-15-2002
oceanside,ca,circle,1200.0,3/4/2008,33.1958333,-117.3786111,12-03-2007
albuquerque,nm,triangle,10.0,10/31/2003,35.0844444,-106.6505556,11-11-1993
kent,wa,other,300.0,6/8/2012,47.3811111,-122.2336111,06-06-2012
stockton (east of),ca,fireball,120.0,2/18/2001,37.9577778,-121.2897222,06-15-1998
hamlet,nc,sphere,120.0,10/14/2013,34.8847222,-79.6944444,01-11-2013
san manuel,az,triangle,300.0,11/30/1999,32.5997222,-110.6302778,11-16-1999
camp verde,az,changing,300.0,10/11/2005,34.5636111,-111.8536111,09-22-2005
jackson,oh,fireball,5.0,1/24/2014,39.0519444,-82.6366667,01-04-2014
paragould,ar,cigar,600.0,8/5/2012,36.0583333,-90.4972222,11-04-2010
san antonio,tx,changing,300.0,3/4/2008,29.4238889,-98.4933333,02-24-2008
fairfax,mn,triangle,300.0,7/14/2013,44.5291667,-94.7205556,07-06-2013
spokane,wa,light,1800.0,1/10/2009,47.6588889,-117.425,12-13-2008
syracuse,ny,fireball,300.0,3/19/2002,43.0480556,-76.1477778,03-09-2002
los angeles,ca,cigar,300.0,3/11/2003,34.0522222,-118.2427778,01-02-2003
spindale,nc,oval,120.0,4/27/2007,35.36,-81.9294444,04-09-2007
middleton,wi,sphere,4.0,5/13/2012,43.0972222,-89.5041667,04-11-2012
broomfield,co,fireball,120.0,8/5/2012,39.9205556,-105.0861111,07-04-2012
yelm,wa,other,600.0,11/4/2002,46.9422222,-122.6047222,10-31-2002
sicklerville,nj,fireball,180.0,9/30/2013,39.7172222,-74.9697222,09-06-2013
columbia station (heading west&#44 past grafton),oh,disk,1800.0,9/19/2002,41.3130556,-81.9469444,09-21-1999
andover,ma,sphere,15.0,2/1/2007,42.6583333,-71.1375,02-18-1995
iowa city,ia,circle,300.0,11/8/2005,41.6611111,-91.53,04-16-1999
maple grove,mn,circle,180.0,5/13/2012,45.0725,-93.4555556,04-23-2012
pittsburgh,pa,other,10.0,6/12/2007,40.4405556,-79.9961111,10-29-2006
kingsport,tn,cylinder,45.0,8/21/2011,36.5483333,-82.5619444,08-16-2011
south hiram,me,teardrop,5.0,1/10/2009,43.8127778,-70.8780556,12-05-2008
sandpoint,id,other,18000.0,7/23/2003,48.2766667,-116.5522222,07-17-2003
san diego,ca,triangle,180.0,7/5/2005,32.7152778,-117.1563889,07-04-2005
phoenix,az,light,73800.0,1/28/1999,33.4483333,-112.0733333,02-25-1998
moundsville,wv,light,120.0,11/21/1998,39.9202778,-80.7433333,06-21-1998
dillsburg,pa,formation,60.0,3/21/2003,40.1108333,-77.0352778,01-21-2003
clarkston,wa,light,20.0,3/21/2014,46.4163889,-117.0441667,03-20-2014
albuquerque,nm,triangle,2100.0,8/21/2011,35.0844444,-106.6505556,05-08-2011
phoenix,az,triangle,1500.0,9/24/2012,33.4483333,-112.0733333,09-01-2012
woodland,ca,formation,420.0,8/28/2003,38.6786111,-121.7722222,08-17-2003
cape coral,fl,sphere,240.0,5/15/2013,26.5625,-81.9497222,03-15-2013
edmonds,wa,light,10.0,4/26/1999,47.8108333,-122.3761111,07-15-1995
longmont,co,light,900.0,9/28/2003,40.1672222,-105.1013889,09-19-2003
greenfield,il,triangle,1800.0,5/12/2009,39.3436111,-90.2125,05-01-2009
rogers,ar,light,120.0,1/12/2012,36.3319444,-94.1183333,12-25-2011
woodland,wa,circle,300.0,11/11/2013,45.9047222,-122.7427778,11-02-2013
rancho santa margarita,ca,circle,60.0,8/19/2012,33.6408333,-117.6022222,08-10-2012
penn,nd,other,60.0,8/5/2012,48.2216667,-99.0886111,08-02-2012
darien,ny,triangle,5.0,8/5/2001,42.9019444,-78.3505556,08-17-1998
dana point,ca,fireball,10.0,2/16/1999,33.4669444,-117.6972222,10-05-1998
flushing,ny,cigar,30.0,10/31/2008,40.7652778,-73.8177778,09-19-2008
sweetwater,tx,changing,1800.0,1/11/2002,32.4708333,-100.4055556,11-07-1998
boulder city,nv,triangle,300.0,1/28/1999,35.9786111,-114.8316667,09-19-1998
ithaca,ny,light,5400.0,2/14/2006,42.4405556,-76.4969444,12-03-2005
summerville,sc,formation,60.0,11/21/2010,33.0183333,-80.1758333,09-17-2010
burbank,ca,sphere,3.0,10/30/2006,34.1808333,-118.3080556,08-26-2006
hesperia,ca,light,3600.0,8/14/2007,34.4263889,-117.3,08-12-2007
birmingham,al,formation,40.0,1/16/2014,33.5205556,-86.8025,01-16-2014
nashville,tn,fireball,300.0,2/28/2013,36.1658333,-86.7844444,02-14-2013
somersworth,nh,light,120.0,2/3/2012,43.2616667,-70.8658333,02-01-2012
waldorf,md,light,8.0,8/28/2003,38.6244444,-76.9394444,08-06-2003
phoenix,az,sphere,20.0,1/10/2009,33.4483333,-112.0733333,11-02-2008
tucson,az,light,600.0,10/30/2006,32.2216667,-110.9258333,03-13-1997
belcamp,md,triangle,120.0,1/22/2000,39.4688889,-76.2336111,01-20-2000
mchenry,il,light,240.0,3/6/2001,42.3333333,-88.2666667,06-15-1998
milford,ne,changing,300.0,2/8/2011,40.7744444,-97.0502778,10-30-2010
hollywood,fl,chevron,90.0,12/5/2001,26.0108333,-80.1497222,11-21-2001
elmo,ut,cigar,10.0,12/7/2006,39.3897222,-110.8144444,11-21-2006
battle creek,mi,circle,1800.0,8/27/2009,42.3211111,-85.1797222,08-13-2009
miami,fl,light,60.0,12/23/2002,25.7738889,-80.1938889,10-25-1988
huntington beach,ca,fireball,2.0,11/1/1998,33.6602778,-117.9983333,09-24-1998
fairbanks,ak,disk,120.0,12/23/2013,64.8377778,-147.7163889,07-01-1949
watertown,ny,circle,7200.0,6/3/2010,43.9747222,-75.9111111,05-30-2010
onamia,mn,flash,2.0,1/31/2011,46.0705556,-93.6675,01-12-2011
waterloo,ia,other,7200.0,9/30/2013,42.4927778,-92.3427778,09-23-2013
mcmurray,pa,cylinder,6000.0,12/12/2009,40.2777778,-80.0841667,12-04-2009
waianae,hi,sphere,10.0,4/22/2003,21.4447222,-158.19,06-06-2001
irvine (enroute to),ca,triangle,30.0,10/8/2007,33.6694444,-117.8222222,09-04-2007
new york city (brooklyn),ny,oval,480.0,11/28/2007,40.7141667,-74.0063889,10-30-2007
greenville,sc,fireball,1800.0,5/24/2005,34.8525,-82.3941667,11-22-2001
farmingdale,ny,circle,300.0,3/13/2012,40.7325,-73.4458333,01-01-2012
snoqualmie,wa,disk,300.0,3/7/1998,47.5288889,-121.8241667,03-23-1995
spring hill,fl,changing,3600.0,6/23/2010,28.5555556,-82.4505556,06-15-2010
vicksburg,ms,flash,10.0,6/12/2008,32.3525,-90.8777778,04-26-2008
redmond,wa,other,240.0,10/11/2005,47.6741667,-122.1202778,09-07-2005
madison,wi,light,10.0,9/4/2003,43.0730556,-89.4011111,08-31-2003
broomfield,co,other,60.0,12/20/2012,39.9205556,-105.0861111,12-05-2012
albuquerque,nm,disk,20.0,3/11/2006,35.0844444,-106.6505556,02-24-2006
webster city,ia,sphere,120.0,12/16/2005,42.4694444,-93.8158333,12-15-1966
port orchard,wa,light,120.0,7/16/2003,47.5405556,-122.635,06-23-2003
vallejo,ca,teardrop,30.0,12/2/2000,38.1041667,-122.2555556,10-07-2000
oceanside,ca,egg,60.0,8/4/2003,33.1958333,-117.3786111,08-03-2003
manchester,nh,sphere,300.0,7/14/2013,42.9955556,-71.4552778,07-07-2013
san diego,ca,triangle,45.0,6/4/2004,32.7152778,-117.1563889,05-14-2004
somerset,nj,other,2.0,8/30/2013,40.4975,-74.4888889,08-27-2013
kendall,fl,light,60.0,3/19/2009,25.6788889,-80.3175,01-13-2009
shingletown,ca,disk,60.0,5/15/2006,40.4925,-121.8880556,04-05-2006
o&#39fallon,il,sphere,60.0,4/3/2011,38.5922222,-89.9111111,05-15-2007
tempe,az,oval,3600.0,8/5/2001,33.4147222,-111.9086111,05-27-2001
jacksonville,fl,other,20.0,9/13/2002,30.3319444,-81.6558333,06-08-1999
jenison,mi,triangle,600.0,2/14/2008,42.9072222,-85.7919444,02-12-2008
denver,co,triangle,30.0,12/2/2000,39.7391667,-104.9841667,11-24-2000
van nuys,ca,diamond,25.0,3/19/2009,34.1866667,-118.4480556,01-16-2009
new orleans,la,triangle,5.0,2/27/2014,29.9544444,-90.075,02-21-2014
millsboro,de,triangle,7200.0,3/21/2003,38.5913889,-75.2916667,01-15-1997
new haven,in,teardrop,120.0,8/24/2004,41.0705556,-85.0144444,08-20-2004
anaheim,ca,formation,180.0,2/14/2010,33.8352778,-117.9136111,12-24-2009
panama city,fl,circle,10.0,12/7/2006,30.1586111,-85.6602778,11-05-2006
kodak,tn,circle,1800.0,9/24/2003,35.9744444,-83.6269444,09-17-2003
burbank,ca,circle,300.0,1/21/2008,34.1808333,-118.3080556,01-01-2008
los banos (remote east 156 near ),ca,other,10.0,2/23/2000,37.0583333,-120.8488889,02-19-2000
los angeles (lincoln heights),ca,circle,45.0,6/9/2009,34.0522222,-118.2427778,06-08-2009
madison,nh,light,240.0,8/30/2013,43.8991667,-71.1488889,08-20-2013
novato,ca,disk,80.0,2/10/2012,38.1075,-122.5686111,02-04-2012
saucier,ms,diamond,1800.0,2/18/2013,30.6355556,-89.135,02-07-2013
brighton,il,light,600.0,5/13/2012,39.0397222,-90.1405556,03-24-2012
wayne,mi,formation,60.0,4/3/2011,42.2813889,-83.3863889,03-28-2011
edmonton,ky,triangle,180.0,9/2/2005,36.98,-85.6122222,08-11-2005
palm springs,ca,other,1200.0,8/24/2004,33.8302778,-116.5444444,08-06-2004
louisburg,nc,oval,10.0,1/31/2011,36.0988889,-78.3013889,01-29-2011
downingtown,pa,circle,10.0,12/12/2011,40.0063889,-75.7036111,12-08-2011
cullowhee,nc,sphere,300.0,2/1/2007,35.3136111,-83.1766667,12-01-1974
lynn,ma,circle,30.0,4/13/2010,42.4666667,-70.95,04-05-2010
plaquemine,la,circle,1935.0,1/31/2011,30.2888889,-91.2341667,01-15-2011
kingston,nh,sphere,10.0,5/12/2010,42.9363889,-71.0538889,04-22-2010
middle island (long island),ny,fireball,1200.0,10/14/2013,40.8841667,-72.9377778,10-01-2013
rockford,il,diamond,120.0,12/14/2004,42.2711111,-89.0938889,12-04-2004
rochester,ny,changing,300.0,9/24/2012,43.1547222,-77.6158333,08-23-2012
houston,tx,light,600.0,8/5/2012,29.7630556,-95.3630556,07-17-2012
newington,ct,circle,1200.0,4/1/2001,41.6977778,-72.7241667,03-20-2001
colorado springs,co,formation,120.0,1/10/2014,38.8338889,-104.8208333,01-01-2014
brooks,or,fireball,30.0,12/23/2002,45.0483333,-122.9572222,11-26-2002
santa fe,nm,formation,60.0,6/3/2010,35.6869444,-105.9372222,05-26-2010
milledgeville,ga,other,240.0,8/28/2002,33.08,-83.2322222,08-18-2002
joliet,il,sphere,120.0,1/10/2009,41.525,-88.0816667,07-15-2007
hockley,tx,sphere,3600.0,2/14/2014,30.0266667,-95.8441667,02-08-2014
las vegas,nv,cigar,600.0,10/14/2013,36.175,-115.1363889,10-02-2013
fort worth,tx,sphere,120.0,8/24/2010,32.7252778,-97.3205556,07-05-2010
bellevue,wa,cigar,120.0,7/6/2010,47.6105556,-122.1994444,06-15-2010
kerrville,tx,changing,1200.0,1/28/1999,30.0472222,-99.14,02-20-1998
flint,mi,other,300.0,8/24/2010,43.0125,-83.6875,08-14-2010
columbus,oh,light,5.0,1/7/2000,39.9611111,-82.9988889,09-28-1999
st. peters,mo,fireball,30.0,11/23/1999,38.8002778,-90.6263889,11-16-1999
vernon,ct,circle,3.0,12/12/2009,41.8186111,-72.48,09-20-2009
evanston,il,cigar,30.0,6/12/2007,42.0411111,-87.69,10-20-2006
dahlonega,ga,light,360.0,3/21/2014,34.5325,-83.985,03-20-2014
bowling green,ky,triangle,60.0,7/16/2006,36.9902778,-86.4436111,07-16-2004
san antonio,tx,fireball,120.0,1/24/2014,29.4238889,-98.4933333,01-20-2014
borrego springs,ca,rectangle,600.0,6/2/2013,33.2558333,-116.3741667,05-25-2013
valencia,ca,triangle,8.0,6/12/2008,34.4436111,-118.6086111,05-02-2008
dayton,oh,light,240.0,10/10/2011,39.7588889,-84.1916667,09-25-2011
santa clara,ca,oval,15.0,7/16/2006,37.3541667,-121.9541667,05-28-2006
galveston,tx,cylinder,60.0,8/5/2009,29.3011111,-94.7975,07-02-2009
chico,ca,triangle,6.0,11/28/2007,39.7286111,-121.8363889,05-25-1996
alvin,tx,circle,20.0,7/4/2012,29.4236111,-95.2438889,08-29-2011
manchester,vt,light,1800.0,12/20/2012,43.1636111,-73.0727778,11-23-2012
los alamos,nm,light,15.0,8/12/2001,35.8880556,-106.3063889,08-09-2001
bucksport,me,triangle,300.0,3/13/2012,44.5736111,-68.7961111,12-21-2009
new braunfels,tx,fireball,10.0,6/12/2008,29.7027778,-98.1241667,11-08-2006
pomona,ca,light,1.0,9/24/2012,34.0552778,-117.7513889,09-01-2012
gilbert,az,light,900.0,12/2/2000,33.3527778,-111.7883333,10-29-2000
ogdensburg,nj,light,10800.0,11/11/2013,41.0816667,-74.5927778,10-30-2013
astoria,or,sphere,20.0,1/10/2009,46.1880556,-123.83,12-04-2008
eastpointe,mi,teardrop,30.0,12/16/2005,42.4683333,-82.9555556,11-10-2005
maple valley,wa,sphere,5.0,6/2/2013,47.4066667,-122.0375,06-02-2013
duluth,mn,disk,60.0,7/19/2010,46.7833333,-92.1063889,07-16-2010
seminole,ok,circle,180.0,9/24/2012,35.2244444,-96.6702778,08-26-2012
vermontville,mi,light,30.0,1/10/2009,42.6288889,-85.0241667,11-01-2008
allentown,pa,rectangle,120.0,4/18/2012,40.6083333,-75.4905556,04-05-2012
memphis,tn,circle,2880.0,1/10/2009,35.1494444,-90.0488889,11-21-2008
reston,va,fireball,5.0,3/2/2004,38.9686111,-77.3413889,02-17-2004
new york city (brooklyn),ny,disk,1800.0,8/11/2004,40.7141667,-74.0063889,08-07-2004
wichita,ks,fireball,300.0,7/28/2010,37.6922222,-97.3372222,07-04-2010
alameda,ca,cylinder,240.0,10/28/2002,37.7652778,-122.2405556,10-13-2002
mocksville,nc,light,240.0,4/9/2004,35.8938889,-80.5616667,04-04-2004
carmel valley,ca,rectangle,600.0,6/23/1999,36.4797222,-121.7313889,05-22-1999
cottonwood,az,disk,1800.0,12/12/2009,34.7391667,-112.0091667,06-19-1997
gardner,ma,circle,30.0,10/19/1999,42.575,-71.9986111,12-31-1996
chanhassen,mn,light,30.0,6/3/2003,44.8622222,-93.5305556,05-30-2003
china lake,ca,formation,300.0,9/29/2004,35.6508333,-117.6608333,09-17-2004
morgan hill,ca,fireball,120.0,11/28/2007,37.1305556,-121.6533333,11-07-2007
st. paul,mn,sphere,60.0,11/11/2013,44.9444444,-93.0930556,10-27-2013
woodbridge,va,light,60.0,2/14/2010,38.6580556,-77.25,02-06-2010
salem (nw part of town),or,changing,28800.0,8/10/1999,44.9430556,-123.0338889,07-08-1999
greeneville,tn,other,3600.0,1/5/2011,36.1630556,-82.8311111,11-25-2010
glendale,ca,sphere,12.0,4/2/1999,34.1425,-118.2541667,11-23-1994
west milwaukee,wi,sphere,10.0,8/7/2007,43.0388889,-87.9063889,07-13-2007
kelseyville,ca,fireball,600.0,7/4/2012,38.9780556,-122.8383333,06-15-2012
waukesha,wi,oval,900.0,5/2/2014,43.0116667,-88.2313889,08-28-1972
carrollton,oh,oval,120.0,5/2/2011,40.5727778,-81.0858333,04-14-2011
doylestown,pa,light,300.0,12/3/2004,40.31,-75.1302778,11-13-2004
bethel park,pa,circle,180.0,1/10/2014,40.3275,-80.0397222,12-24-2013
fountain hills,az,rectangle,15.0,1/11/2002,33.6116667,-111.7166667,01-10-2002
san diego,ca,light,1.0,12/7/2006,32.7152778,-117.1563889,11-19-2006
white oak,pa,triangle,30.0,2/14/2010,40.3375,-79.8094444,01-13-2010
welches,or,sphere,900.0,1/5/2011,45.3283333,-121.9597222,01-01-2011
kent city,mi,circle,480.0,7/6/2010,43.22,-85.7511111,07-03-2010
sanford,nc,sphere,25.0,11/21/2010,35.4797222,-79.1805556,04-20-1985
alpine,ut,formation,120.0,7/5/2008,40.4533333,-111.7772222,06-12-2008
kingsford,mi,light,300.0,3/4/2008,45.795,-88.0719444,02-18-2008
purchase,ny,circle,10.0,11/30/1999,41.0408333,-73.715,11-27-1999
bismarck,nd,light,180.0,8/30/2013,46.8083333,-100.7833333,08-05-2013
holyoke,ma,formation,60.0,7/10/2010,42.2041667,-72.6166667,07-02-2010
stone ridge,ny,light,240.0,2/18/2001,41.8530556,-74.1394444,10-20-1994
cuthbert,ga,light,300.0,1/10/2014,31.7711111,-84.7894444,01-02-2014
san francisco,ca,other,5.0,2/1/2007,37.775,-122.4183333,01-21-2007
jamestown,oh,sphere,600.0,4/24/2014,39.6580556,-83.735,04-19-2014
bradenton,fl,sphere,300.0,10/10/2011,27.4986111,-82.575,09-09-2011
rochester,ny,light,120.0,2/14/2014,43.1547222,-77.6158333,02-07-2014
kihei,hi,circle,900.0,4/13/2010,20.785,-156.4655556,03-05-2010
pittsburgh,pa,fireball,480.0,7/14/2013,40.4405556,-79.9961111,07-06-2013
shrewsbury,ma,light,1800.0,6/9/2009,42.2958333,-71.7133333,06-02-2009
jacksonville,fl,changing,180.0,9/17/2003,30.3319444,-81.6558333,08-26-2003
seattle,wa,chevron,5.0,8/19/2012,47.6063889,-122.3308333,08-11-2012
springboro,oh,fireball,60.0,12/12/2011,39.5522222,-84.2333333,12-03-2011
highlands ranch,co,triangle,5.0,1/10/2009,39.5538889,-104.9688889,12-19-2008
manson,wa,teardrop,150.0,7/28/2010,47.885,-120.1572222,07-26-2010
ravenna,oh,sphere,30.0,8/30/2013,41.1575,-81.2422222,08-13-2013
portland,ct,fireball,300.0,8/7/2007,41.5727778,-72.6411111,07-08-2007
hartwell,ga,oval,600.0,8/24/2010,34.3527778,-82.9322222,04-24-2009
north pole,ak,light,15.0,12/20/2012,64.7511111,-147.3494444,10-25-2012
council,id,triangle,2100.0,8/1/2003,44.73,-116.4372222,07-15-1998
herald,ca,disk,900.0,12/12/2009,38.2958333,-121.2433333,05-15-2008
canyon country,ca,disk,3600.0,9/2/2005,34.4233333,-118.4711111,07-04-2004
henderson,nv,other,180.0,10/19/2011,36.0397222,-114.9811111,10-11-2011
itta bena,ms,circle,300.0,11/4/2002,33.495,-90.3197222,10-15-1987
deming (near),nm,other,180.0,12/2/2013,32.2686111,-107.7580556,09-19-2013
seattle,wa,circle,600.0,10/12/2001,47.6063889,-122.3308333,09-15-2001
louisville,ky,triangle,600.0,4/24/2014,38.2541667,-85.7594444,04-20-2014
spokane,wa,sphere,1200.0,8/30/1999,47.6588889,-117.425,08-20-1999
amarillo,tx,disk,7200.0,10/12/2001,35.2219444,-101.8308333,09-19-2001
huntington beach,ca,light,60.0,12/12/2009,33.6602778,-117.9983333,09-18-2009
chandler,az,oval,270.0,8/5/2009,33.3061111,-111.8405556,07-29-2009
wading river,ny,formation,120.0,5/12/2009,40.9502778,-72.8430556,04-24-2009
buxton,nc,light,45.0,6/20/2011,35.2675,-75.5427778,06-15-2011
camarillo,ca,other,300.0,8/7/2011,34.2163889,-119.0366667,10-22-2008
iron mountain,mi,light,180.0,7/4/2012,45.8202778,-88.0658333,07-03-2012
racine,wi,cigar,5.0,11/20/2013,42.7261111,-87.7827778,11-19-2013
brooksville,fl,light,1200.0,1/27/2005,28.555,-82.3880556,01-20-2005
orange,ca,circle,20.0,11/20/2001,33.7877778,-117.8522222,07-15-2000
augusta,ga,oval,5.0,5/12/2010,33.4708333,-81.975,04-10-2010
olathe,ks,light,300.0,10/31/2003,38.8813889,-94.8188889,10-21-2003
rockwall,tx,light,1200.0,3/8/2007,32.9311111,-96.4594444,03-02-2007
englewood,fl,other,180.0,4/27/2004,26.9616667,-82.3527778,04-15-2004
las vegas,nv,fireball,600.0,8/30/2013,36.175,-115.1363889,08-27-2013
auburn,wa,fireball,180.0,8/5/2009,47.3075,-122.2272222,07-04-2009
st. petersburg,fl,rectangle,180.0,1/10/2009,27.7705556,-82.6794444,11-15-1987
louisville,ky,disk,180.0,8/5/2001,38.2541667,-85.7594444,05-22-2001
burbank,ca,formation,900.0,3/11/2003,34.1808333,-118.3080556,02-16-2003
lancaster,oh,light,120.0,6/23/2004,39.7136111,-82.5994444,06-23-2004
lehighton,pa,disk,5.0,8/19/2012,40.8336111,-75.7141667,11-24-2006
kent,wa,triangle,3600.0,8/12/2008,47.3811111,-122.2336111,07-29-2008
jerseyville,il,flash,3.0,5/24/2005,39.12,-90.3283333,07-05-1992
chandler,az,changing,300.0,5/13/2012,33.3061111,-111.8405556,04-28-2012
murphy,or,other,3.0,1/28/1999,42.3477778,-123.3322222,06-16-1997
detroit (or windsor&#44 ont),mi,formation,45.0,11/17/1999,42.3313889,-83.0458333,11-16-1999
clayton,nc,fireball,15.0,10/31/2003,35.6505556,-78.4566667,10-20-2003
cary,nc,changing,900.0,2/14/2010,35.7913889,-78.7813889,01-10-2010
bouse,az,light,2.0,7/29/2000,33.9325,-114.005,07-27-2000
wilmington,nc,chevron,2.0,5/15/2013,34.2255556,-77.945,04-01-2013
west manchester,oh,disk,600.0,3/7/1998,38.6880556,-83.6094444,08-20-1996
fairfield,ca,light,120.0,7/15/2005,38.2494444,-122.0388889,07-15-2005
charlotte,nc,light,40.0,8/16/2002,35.2269444,-80.8433333,08-13-2002
eugene,or,changing,30.0,9/17/2000,44.0522222,-123.0855556,08-27-2000
tinley park,il,light,1800.0,12/12/2009,41.5733333,-87.7844444,11-08-2009
meridian,id,triangle,180.0,4/2/1999,43.6122222,-116.3905556,06-14-1997
lakeland,fl,triangle,2.0,7/6/2011,28.0391667,-81.95,07-04-2011
gaston,sc,light,15.0,1/28/1999,33.8169444,-81.1011111,07-12-1997
rocklin,ca,formation,30.0,12/17/2011,38.7908333,-121.2347222,12-14-2011
huntington,wv,triangle,120.0,4/28/2001,38.4191667,-82.4452778,04-22-2001
east patchogue,ny,other,720.0,12/16/2005,40.7669444,-72.9966667,11-11-2005
tucson,az,disk,180.0,8/16/2002,32.2216667,-110.9258333,06-23-2002
maryville,tn,cylinder,10.0,10/20/2005,35.7563889,-83.9705556,09-01-2005
wichita,ks,light,2.0,12/2/2013,37.6922222,-97.3372222,11-26-2013
ontario,ca,circle,120.0,5/12/2009,34.0633333,-117.65,04-19-2009
houston,tx,fireball,1200.0,2/18/2001,29.7630556,-95.3630556,07-04-2000
goochland,va,light,7.0,7/19/2010,37.6841667,-77.8855556,07-05-2010
ocean springs,ms,rectangle,300.0,7/22/2013,30.4111111,-88.8277778,07-18-2013
fontana,ks,disk,300.0,10/12/2001,38.4258333,-94.8380556,09-13-2001
medford,or,light,1200.0,5/15/2013,42.3266667,-122.8744444,04-24-2013
federal way,wa,oval,180.0,8/16/2002,47.3225,-122.3113889,08-14-2002
bandera,tx,light,600.0,6/2/2013,29.7263889,-99.0733333,04-27-2013
las vegas,nv,fireball,1800.0,2/14/2014,36.175,-115.1363889,02-10-2014
conneaut lake,pa,circle,60.0,7/6/2011,41.6033333,-80.3055556,07-03-2011
mount shasta (near),ca,light,300.0,9/19/2002,41.31,-122.3094444,09-10-2002
lakeside,ca,fireball,300.0,12/20/2012,32.8572222,-116.9213889,06-30-2012
westland,mi,triangle,420.0,10/30/2012,42.3241667,-83.4002778,09-29-2012
woodbridge,ct,light,120.0,7/5/2008,41.3525,-73.0088889,06-28-2008
north miami,fl,fireball,45.0,12/23/2002,25.8897222,-80.1869444,12-10-2002
cameron park,ca,fireball,900.0,4/12/2013,38.6688889,-120.9861111,03-02-2013
duluth,ga,circle,90.0,6/9/2009,34.0027778,-84.1447222,05-28-2009
woodland,ca,light,300.0,1/3/2001,38.6786111,-121.7722222,01-01-2001
san jose,ca,light,30.0,5/15/2013,37.3394444,-121.8938889,04-01-2013
dayton,oh,disk,900.0,2/8/2005,39.7588889,-84.1916667,09-15-1959
anaheim,ca,cylinder,120.0,5/27/2003,33.8352778,-117.9136111,05-13-2003
santa barbara,ca,disk,600.0,12/12/2011,34.4208333,-119.6972222,11-26-2011
gilbert,az,light,900.0,6/21/2000,33.3527778,-111.7883333,06-09-2000
fenton,mo,flash,4.0,11/20/2002,38.5130556,-90.4358333,04-01-1999
keaau,hi,light,300.0,10/8/2007,19.6255556,-155.0416667,08-28-2007
las vegas,nv,sphere,3.0,3/7/1998,36.175,-115.1363889,01-26-1998
mattoon,il,egg,10.0,8/5/2009,39.4830556,-88.3727778,06-22-2009
albuquerque,nm,light,180.0,7/4/2012,35.0844444,-106.6505556,06-22-2012
crittenden,ky,triangle,30.0,1/29/2002,38.7827778,-84.6052778,07-20-1991
sacramento,ca,triangle,600.0,4/24/2014,38.5816667,-121.4933333,05-18-1993
midlothian,il,other,20.0,2/1/2007,41.6252778,-87.7175,01-01-2007
state college,pa,oval,60.0,2/18/2001,40.7933333,-77.8602778,02-03-2001
corona,ca,triangle,300.0,8/5/2009,33.8752778,-117.5655556,07-13-2009
vale,or,triangle,1800.0,12/12/2009,43.9822222,-117.2372222,08-19-2009
paris,ky,fireball,300.0,7/28/2010,38.2097222,-84.2530556,07-25-2010
el cajon,ca,light,900.0,7/8/2004,32.7947222,-116.9616667,07-04-2004
conway,nh,light,900.0,9/2/2005,43.9791667,-71.1208333,07-06-2005
